gameId,homeMarket,awayMarket,secsIntoGame,teamMarket,actionType,subType,success,side,shotDist,zones6,zones13,season,team,Year,conf,similar_team,half,primary_side,side_mismatch
2529413,CSU Bakersfield,Hawaii,2357.7,Hawaii,3pt,jumpshot,False,LEFT,23.864,c3,lc3,2025,CSU Bakersfield,2025,BW,Cal St. Fullerton,2,LEFT,False
2345871,UC Davis,Cal St. Fullerton,189.0,Cal St. Fullerton,3pt,jumpshot,False,RIGHT,26.328,atb3,rw3,2024,UC Davis,2024,BW,UC Irvine,1,RIGHT,False
2345871,UC Davis,Cal St. Fullerton,455.0,Cal St. Fullerton,3pt,jumpshot,False,RIGHT,23.069,c3,lc3,2024,UC Davis,2024,BW,UC Irvine,1,RIGHT,False
2345871,UC Davis,Cal St. Fullerton,832.0,Cal St. Fullerton,3pt,jumpshot,False,RIGHT,24.587,atb3,lw3,2024,UC Davis,2024,BW,UC Irvine,1,RIGHT,False
2345871,UC Davis,Cal St. Fullerton,861.0,Cal St. Fullerton,2pt,jumpshot,True,RIGHT,9.086,mid2,rb2,2024,UC Davis,2024,BW,UC Irvine,1,RIGHT,False
2345871,UC Davis,Cal St. Fullerton,943.0,Cal St. Fullerton,3pt,jumpshot,False,RIGHT,23.538,atb3,rw3,2024,UC Davis,2024,BW,UC Irvine,1,RIGHT,False
2345871,UC Davis,Cal St. Fullerton,1169.0,Cal St. Fullerton,3pt,jumpshot,False,RIGHT,24.235,atb3,rw3,2024,UC Davis,2024,BW,UC Irvine,1,RIGHT,False
2345871,UC Davis,Cal St. Fullerton,1287.0,Cal St. Fullerton,2pt,jumpshot,True,LEFT,2.721,atr2,atr2,2024,UC Davis,2024,BW,UC Irvine,2,LEFT,False
2345871,UC Davis,Cal St. Fullerton,1501.0,Cal St. Fullerton,2pt,jumpshot,False,LEFT,12.333,mid2,le2,2024,UC Davis,2024,BW,UC Irvine,2,LEFT,False
2345871,UC Davis,Cal St. Fullerton,1578.0,Cal St. Fullerton,3pt,jumpshot,True,LEFT,24.17,atb3,rw3,2024,UC Davis,2024,BW,UC Irvine,2,LEFT,False
2345871,UC Davis,Cal St. Fullerton,1611.0,Cal St. Fullerton,2pt,jumpshot,False,LEFT,10.827,mid2,rb2,2024,UC Davis,2024,BW,UC Irvine,2,LEFT,False
2345871,UC Davis,Cal St. Fullerton,1639.0,Cal St. Fullerton,3pt,jumpshot,False,LEFT,23.884,atb3,rw3,2024,UC Davis,2024,BW,UC Irvine,2,LEFT,False
2345871,UC Davis,Cal St. Fullerton,1749.0,Cal St. Fullerton,2pt,jumpshot,True,LEFT,20.791,mid2,re2,2024,UC Davis,2024,BW,UC Irvine,2,LEFT,False
2345871,UC Davis,Cal St. Fullerton,1998.0,Cal St. Fullerton,3pt,jumpshot,False,LEFT,24.456,atb3,lw3,2024,UC Davis,2024,BW,UC Irvine,2,LEFT,False
2345853,UC Santa Barbara,UC Irvine,121.0,UC Irvine,2pt,jumpshot,False,RIGHT,10.992,mid2,rb2,2024,UC Santa Barbara,2024,BW,Cal Poly,1,RIGHT,False
2345853,UC Santa Barbara,UC Irvine,185.0,UC Irvine,2pt,pullupjumpshot,False,RIGHT,13.384,mid2,re2,2024,UC Santa Barbara,2024,BW,Cal Poly,1,RIGHT,False
2345853,UC Santa Barbara,UC Irvine,249.0,UC Irvine,3pt,jumpshot,False,RIGHT,26.785,atb3,tok3,2024,UC Santa Barbara,2024,BW,Cal Poly,1,RIGHT,False
2345853,UC Santa Barbara,UC Irvine,411.0,UC Irvine,3pt,stepbackjumpshot,True,RIGHT,24.941,atb3,rw3,2024,UC Santa Barbara,2024,BW,Cal Poly,1,RIGHT,False
2345853,UC Santa Barbara,UC Irvine,438.0,UC Irvine,3pt,jumpshot,True,RIGHT,23.974,atb3,tok3,2024,UC Santa Barbara,2024,BW,Cal Poly,1,RIGHT,False
2345853,UC Santa Barbara,UC Irvine,537.0,UC Irvine,2pt,jumpshot,True,RIGHT,8.704,paint2,paint2,2024,UC Santa Barbara,2024,BW,Cal Poly,1,RIGHT,False
2345853,UC Santa Barbara,UC Irvine,588.0,UC Irvine,2pt,pullupjumpshot,True,RIGHT,14.524,mid2,re2,2024,UC Santa Barbara,2024,BW,Cal Poly,1,RIGHT,False
2345853,UC Santa Barbara,UC Irvine,687.0,UC Irvine,3pt,jumpshot,True,RIGHT,23.777,c3,rc3,2024,UC Santa Barbara,2024,BW,Cal Poly,1,RIGHT,False
2345853,UC Santa Barbara,UC Irvine,714.0,UC Irvine,2pt,jumpshot,False,RIGHT,8.01,mid2,rb2,2024,UC Santa Barbara,2024,BW,Cal Poly,1,RIGHT,False
2345853,UC Santa Barbara,UC Irvine,896.0,UC Irvine,3pt,jumpshot,False,RIGHT,23.963,atb3,lw3,2024,UC Santa Barbara,2024,BW,Cal Poly,1,RIGHT,False
2345853,UC Santa Barbara,UC Irvine,992.0,UC Irvine,2pt,turnaroundjumpshot,True,RIGHT,9.599,paint2,paint2,2024,UC Santa Barbara,2024,BW,Cal Poly,1,RIGHT,False
2345853,UC Santa Barbara,UC Irvine,1048.0,UC Irvine,3pt,jumpshot,True,RIGHT,23.914,atb3,rw3,2024,UC Santa Barbara,2024,BW,Cal Poly,1,RIGHT,False
2345853,UC Santa Barbara,UC Irvine,1197.1,UC Irvine,2pt,jumpshot,False,RIGHT,8.62,mid2,rb2,2024,UC Santa Barbara,2024,BW,Cal Poly,1,RIGHT,False
2345853,UC Santa Barbara,UC Irvine,1351.0,UC Irvine,3pt,jumpshot,False,LEFT,24.474,atb3,tok3,2024,UC Santa Barbara,2024,BW,Cal Poly,2,LEFT,False
2345853,UC Santa Barbara,UC Irvine,1428.0,UC Irvine,2pt,jumpshot,False,LEFT,3.611,atr2,atr2,2024,UC Santa Barbara,2024,BW,Cal Poly,2,LEFT,False
2345853,UC Santa Barbara,UC Irvine,1462.0,UC Irvine,3pt,jumpshot,False,LEFT,26.35,atb3,tok3,2024,UC Santa Barbara,2024,BW,Cal Poly,2,LEFT,False
2345853,UC Santa Barbara,UC Irvine,1621.0,UC Irvine,2pt,jumpshot,True,LEFT,15.563,mid2,lb2,2024,UC Santa Barbara,2024,BW,Cal Poly,2,LEFT,False
2345853,UC Santa Barbara,UC Irvine,1851.0,UC Irvine,2pt,floatingjumpshot,True,LEFT,6.16,paint2,paint2,2024,UC Santa Barbara,2024,BW,Cal Poly,2,LEFT,False
2345853,UC Santa Barbara,UC Irvine,1891.0,UC Irvine,2pt,jumpshot,True,LEFT,20.155,mid2,le2,2024,UC Santa Barbara,2024,BW,Cal Poly,2,LEFT,False
2345853,UC Santa Barbara,UC Irvine,1983.0,UC Irvine,2pt,pullupjumpshot,True,LEFT,13.035,paint2,paint2,2024,UC Santa Barbara,2024,BW,Cal Poly,2,LEFT,False
2345853,UC Santa Barbara,UC Irvine,2118.0,UC Irvine,3pt,jumpshot,False,LEFT,24.248,atb3,rw3,2024,UC Santa Barbara,2024,BW,Cal Poly,2,LEFT,False
2345853,UC Santa Barbara,UC Irvine,2272.0,UC Irvine,2pt,jumpshot,False,LEFT,17.766,mid2,le2,2024,UC Santa Barbara,2024,BW,Cal Poly,2,LEFT,False
2345898,CSUN,Cal Poly,31.0,Cal Poly,2pt,pullupjumpshot,True,RIGHT,18.927,mid2,le2,2024,CSUN,2024,BW,Cal St. Fullerton,1,RIGHT,False
2345898,CSUN,Cal Poly,185.0,Cal Poly,3pt,jumpshot,False,RIGHT,27.378,atb3,rw3,2024,CSUN,2024,BW,Cal St. Fullerton,1,RIGHT,False
2345898,CSUN,Cal Poly,406.0,Cal Poly,2pt,turnaroundjumpshot,False,RIGHT,11.507,mid2,lb2,2024,CSUN,2024,BW,Cal St. Fullerton,1,RIGHT,False
2345898,CSUN,Cal Poly,470.0,Cal Poly,3pt,jumpshot,True,RIGHT,26.599,atb3,lw3,2024,CSUN,2024,BW,Cal St. Fullerton,1,RIGHT,False
2345898,CSUN,Cal Poly,579.0,Cal Poly,2pt,jumpshot,False,RIGHT,20.186,mid2,le2,2024,CSUN,2024,BW,Cal St. Fullerton,1,RIGHT,False
2345898,CSUN,Cal Poly,625.0,Cal Poly,3pt,pullupjumpshot,True,RIGHT,27.128,atb3,tok3,2024,CSUN,2024,BW,Cal St. Fullerton,1,RIGHT,False
2345898,CSUN,Cal Poly,887.0,Cal Poly,3pt,jumpshot,False,RIGHT,23.978,c3,rc3,2024,CSUN,2024,BW,Cal St. Fullerton,1,RIGHT,False
2345898,CSUN,Cal Poly,998.0,Cal Poly,3pt,jumpshot,True,RIGHT,22.007,c3,rc3,2024,CSUN,2024,BW,Cal St. Fullerton,1,RIGHT,False
2345898,CSUN,Cal Poly,1082.0,Cal Poly,3pt,jumpshot,False,RIGHT,24.037,c3,rc3,2024,CSUN,2024,BW,Cal St. Fullerton,1,RIGHT,False
2345898,CSUN,Cal Poly,1088.0,Cal Poly,3pt,jumpshot,False,RIGHT,29.499,atb3,tok3,2024,CSUN,2024,BW,Cal St. Fullerton,1,RIGHT,False
2345898,CSUN,Cal Poly,1292.0,Cal Poly,3pt,jumpshot,False,LEFT,26.023,atb3,tok3,2024,CSUN,2024,BW,Cal St. Fullerton,2,LEFT,False
2345898,CSUN,Cal Poly,1327.0,Cal Poly,2pt,jumpshot,False,LEFT,15.557,mid2,lb2,2024,CSUN,2024,BW,Cal St. Fullerton,2,LEFT,False
2345898,CSUN,Cal Poly,1442.0,Cal Poly,2pt,jumpshot,False,LEFT,11.017,paint2,paint2,2024,CSUN,2024,BW,Cal St. Fullerton,2,LEFT,False
2345898,CSUN,Cal Poly,1555.0,Cal Poly,3pt,jumpshot,False,LEFT,24.746,c3,rc3,2024,CSUN,2024,BW,Cal St. Fullerton,2,LEFT,False
